County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Latitude,Longitude,Last_Update
Philadelphia,Pennsylvania,44,10,0,0,39.95222,-75.16218,2020-03-19 21:57 EDT
Allegheny,Pennsylvania,18,5,0,0,40.45082,-80.01615,2020-03-19 21:57 EDT
Monroe,Pennsylvania,15,7,0,0,41.0581159,-75.3393979,2020-03-19 21:57 EDT
Delaware,Pennsylvania,14,0,0,0,39.9167251,-75.3989856,2020-03-19 21:57 EDT
Bucks,Pennsylvania,12,3,0,0,40.3369404,-75.1067941,2020-03-19 21:57 EDT
Cumberland,Pennsylvania,11,1,0,0,40.1636766,-77.2653807,2020-03-19 21:57 EDT
Chester,Pennsylvania,10,1,0,0,39.9732037,-75.7484515,2020-03-19 21:57 EDT
Northampton,Pennsylvania,5,4,1,0.2,40.6836,-75.49108,2020-03-19 21:57 EDT
Pike,Pennsylvania,3,1,0,0,41.332025,-75.0338235,2020-03-19 21:57 EDT
Washington,Pennsylvania,3,1,0,0,40.16752,-80.24648,2020-03-19 21:57 EDT
Beaver,Pennsylvania,2,0,0,0,40.6964,-80.30196,2020-03-19 21:57 EDT
York,Pennsylvania,2,0,0,0,39.919932,-76.7264529,2020-03-19 21:57 EDT
Lancaster,Pennsylvania,2,1,0,0,40.0423624,-76.2476733,2020-03-19 21:57 EDT
Lackawanna,Pennsylvania,2,1,0,0,41.4368563,-75.60918,2020-03-19 21:57 EDT
Westmoreland,Pennsylvania,2,2,0,0,40.3107724,-79.4669799,2020-03-19 21:57 EDT
Wayne,Pennsylvania,1,0,0,0,41.648788,-75.3032486,2020-03-19 21:57 EDT
Lehigh,Pennsylvania,1,0,0,0,40.6126567,-75.5923206,2020-03-19 21:57 EDT
Luzerne,Pennsylvania,1,0,0,0,41.28669,-75.90272,2020-03-19 21:57 EDT
Berks,Pennsylvania,1,0,0,0,40.4163373,-75.9260454,2020-03-19 21:57 EDT
Erie,Pennsylvania,1,0,0,0,41.9916648,-80.0322062,2020-03-19 21:57 EDT
Lebanon,Pennsylvania,1,1,0,0,40.367198,-76.4577463,2020-03-19 21:57 EDT
Milwaukee,Wisconsin,62,15,0,0,43.042,-87.90687,2020-03-19 21:57 EDT
Dane,Wisconsin,27,4,0,0,43.2509,-89.51829,2020-03-19 21:57 EDT
Fond du Lac,Wisconsin,14,1,1,0.0714286,43.77302,-88.44709,2020-03-19 21:57 EDT
Waukesha,Wisconsin,12,7,0,0,43.01458,-88.23548,2020-03-19 21:57 EDT
Sheboygan,Wisconsin,6,2,0,0,43.74978,-87.71343,2020-03-19 21:57 EDT
Winnebago,Wisconsin,5,0,0,0,44.07516,-88.52522,2020-03-19 21:57 EDT
Kenosha,Wisconsin,4,0,0,0,42.58808,-87.82326,2020-03-19 21:57 EDT
La Crosse,Wisconsin,4,2,0,0,43.81267,-91.25206,2020-03-19 21:57 EDT
Columbia,Wisconsin,4,4,0,0,43.46663,-89.3337458,2020-03-19 21:57 EDT
Racine,Wisconsin,3,2,0,0,42.72564,-87.78955,2020-03-19 21:57 EDT
Ozaukee,Wisconsin,3,3,1,0.3333333,43.3840604,-87.9508092,2020-03-19 21:57 EDT
Washington,Wisconsin,2,0,0,0,43.3684626,-88.2307463,2020-03-19 21:57 EDT
Brown,Wisconsin,2,1,0,0,44.4526273,-88.0037092,2020-03-19 21:57 EDT
Walworth,Wisconsin,2,1,0,0,42.6686008,-88.5419541,2020-03-19 21:57 EDT
Pierce,Wisconsin,1,0,0,0,44.7227332,-92.4219232,2020-03-19 21:57 EDT
Wood,Wisconsin,1,0,0,0,44.47523,-90.16062,2020-03-19 21:57 EDT
Outagamie,Wisconsin,1,0,0,0,44.4161518,-88.4649782,2020-03-19 21:57 EDT
Calumet,Wisconsin,1,1,0,0,44.0834509,-88.1835901,2020-03-19 21:57 EDT
Eau Claire,Wisconsin,1,1,0,0,44.81658,-91.50077,2020-03-19 21:57 EDT
Bayfield,Wisconsin,1,1,0,0,46.5235899,-91.200841,2020-03-19 21:57 EDT
Sauk,Wisconsin,1,1,0,0,43.4266931,-89.9483328,2020-03-19 21:57 EDT
Dunn,Wisconsin,1,1,0,0,44.9465692,-91.8963636,2020-03-19 21:57 EDT
St. Croix,Wisconsin,1,1,0,0,45.7671841,-92.1481414,2020-03-19 21:57 EDT
Fairfield,Connecticut,102,33,3,0.0294118,41.16633,-73.22876,2020-03-19 21:57 EDT
New Haven,Connecticut,23,13,0,0,41.30801,-72.92432,2020-03-19 21:57 EDT
Hartford,Connecticut,18,7,0,0,41.76375,-72.67394,2020-03-19 21:57 EDT
Litchfield,Connecticut,7,2,0,0,41.74626,-73.18895,2020-03-19 21:57 EDT
Tolland,Connecticut,4,4,0,0,41.8550448,-72.3365675,2020-03-19 21:57 EDT
Middlesex,Connecticut,3,2,0,0,41.4630666,-72.5347041,2020-03-19 21:57 EDT
Davidson,Tennessee,75,17,0,0,36.1695608,-86.7847568,2020-03-19 21:57 EDT
Williamson,Tennessee,30,6,0,0,35.8938267,-86.8986396,2020-03-19 21:57 EDT
Shelby,Tennessee,10,6,0,0,31.95656,-94.31826,2020-03-19 21:57 EDT
Hamilton,Tennessee,5,2,0,0,35.1793204,-85.1668414,2020-03-19 21:57 EDT
Knox,Tennessee,2,0,0,0,35.9956069,-83.934652,2020-03-19 21:57 EDT
Sumner,Tennessee,2,0,0,0,36.4694621,-86.460332,2020-03-19 21:57 EDT
Sullivan,Tennessee,1,0,0,0,36.5128018,-82.304495,2020-03-19 21:57 EDT
Jefferson,Tennessee,1,0,0,0,36.0571754,-83.4517945,2020-03-19 21:57 EDT
Rutherford,Tennessee,1,0,0,0,35.8427433,-86.4167525,2020-03-19 21:57 EDT
Campbell,Tennessee,1,0,0,0,36.4034563,-84.1493609,2020-03-19 21:57 EDT
Sevier,Tennessee,1,0,0,0,35.7840684,-83.5242224,2020-03-19 21:57 EDT
Cheatham,Tennessee,1,0,0,0,36.2613709,-87.0872357,2020-03-19 21:57 EDT
Robertson,Tennessee,1,0,0,0,36.5254295,-86.870553,2020-03-19 21:57 EDT
Cumberland,Tennessee,1,1,0,0,35.9503817,-84.9983405,2020-03-19 21:57 EDT
Durham,North Carolina,35,8,0,0,35.99542,-78.89644,2020-03-19 21:57 EDT
Mecklenburg,North Carolina,31,17,0,0,35.2414779,-80.8308055,2020-03-19 21:57 EDT
Wake,North Carolina,25,3,0,0,35.7901085,-78.6503976,2020-03-19 21:57 EDT
Harnett,North Carolina,6,3,0,0,35.34117,-78.78837,2020-03-19 21:57 EDT
Forsyth,North Carolina,5,3,0,0,36.130537,-80.2563022,2020-03-19 21:57 EDT
Chatham,North Carolina,3,0,0,0,35.7026299,-79.2554158,2020-03-19 21:57 EDT
Guilford,North Carolina,3,2,0,0,36.0794682,-79.7889701,2020-03-19 21:57 EDT
Johnston,North Carolina,2,0,0,0,35.5176559,-78.3657386,2020-03-19 21:57 EDT
Craven,North Carolina,2,1,0,0,35.1172866,-77.0824703,2020-03-19 21:57 EDT
Watauga,North Carolina,2,-1,0,0,36.2310136,-81.6964558,2020-03-19 21:57 EDT
Wilson,North Carolina,2,1,0,0,35.72196,-77.91637,2020-03-19 21:57 EDT
Iredell,North Carolina,2,1,0,0,35.8311,-80.8987,2020-03-19 21:57 EDT
Union,North Carolina,2,1,0,0,34.9883257,-80.5307445,2020-03-19 21:57 EDT
Moore,North Carolina,2,1,0,0,35.3106825,-79.4813103,2020-03-19 21:57 EDT
Cumberland,North Carolina,2,2,0,0,35.0486249,-78.8273922,2020-03-19 21:57 EDT
Cabarrus,North Carolina,1,0,0,0,35.2372,-80.5423,2020-03-19 21:57 EDT
Onslow,North Carolina,1,0,0,0,34.7334689,-77.4296641,2020-03-19 21:57 EDT
Wayne,North Carolina,1,0,0,0,35.3637623,-78.0041603,2020-03-19 21:57 EDT
Brunswick,North Carolina,1,0,0,0,34.0705938,-78.2374968,2020-03-19 21:57 EDT
Sampson,North Carolina,1,0,0,0,34.9916072,-78.371577,2020-03-19 21:57 EDT
Lincoln,North Carolina,1,0,0,0,35.4857688,-81.2306512,2020-03-19 21:57 EDT
Gaston,North Carolina,1,0,0,0,35.2941764,-81.1801548,2020-03-19 21:57 EDT
New Hanover,North Carolina,1,0,0,0,34.2329216,-77.8847752,2020-03-19 21:57 EDT
Buncombe,North Carolina,1,0,0,0,35.6111326,-82.5300939,2020-03-19 21:57 EDT
Hoke,North Carolina,1,0,0,0,35.017294,-79.2371627,2020-03-19 21:57 EDT
Pitt,North Carolina,1,1,0,0,35.5935109,-77.3746684,2020-03-19 21:57 EDT
Rowan,North Carolina,1,1,0,0,35.6395887,-80.5247094,2020-03-19 21:57 EDT
Davidson,North Carolina,1,1,0,0,35.7931766,-80.2127047,2020-03-19 21:57 EDT
Pasquotank,North Carolina,1,1,0,0,36.2888322,-76.2723684,2020-03-19 21:57 EDT
Cuyahoga,Ohio,53,15,0,0,41.4244148,-81.6585817,2020-03-19 21:57 EDT
Franklin,Ohio,10,3,0,0,39.9694713,-83.0093307,2020-03-19 21:57 EDT
Butler,Ohio,8,0,0,0,39.4386384,-84.5761677,2020-03-19 21:57 EDT
Summit,Ohio,6,2,0,0,41.1259157,-81.5321883,2020-03-19 21:57 EDT
Lorain,Ohio,6,0,0,0,41.4682,-82.17815,2020-03-19 21:57 EDT
Stark,Ohio,5,2,0,0,40.8139096,-81.3656565,2020-03-19 21:57 EDT
Medina,Ohio,5,1,0,0,41.14042,-81.86402,2020-03-19 21:57 EDT
Mahoning,Ohio,5,2,0,0,41.0146443,-80.7762383,2020-03-19 21:57 EDT
Trumbull,Ohio,2,0,0,0,41.3170671,-80.7611827,2020-03-19 21:57 EDT
Belmont,Ohio,2,0,0,0,40.02955,-81.03891,2020-03-19 21:57 EDT
Lake,Ohio,2,0,0,0,41.6964084,-81.2373189,2020-03-19 21:57 EDT
Coshocton,Ohio,2,0,0,0,40.3016178,-81.9200138,2020-03-19 21:57 EDT
Delaware,Ohio,2,1,0,0,40.2784204,-83.0049769,2020-03-19 21:57 EDT
Hamilton,Ohio,2,2,0,0,39.1960461,-84.5420783,2020-03-19 21:57 EDT
Lucas,Ohio,1,0,1,1,41.6198584,-83.6597766,2020-03-19 21:57 EDT
Tuscarawas,Ohio,1,0,0,0,40.39758,-81.40727,2020-03-19 21:57 EDT
Geauga,Ohio,1,0,0,0,41.4995451,-81.1785838,2020-03-19 21:57 EDT
Darke,Ohio,1,0,0,0,40.1332381,-84.6193616,2020-03-19 21:57 EDT
Huron,Ohio,1,0,0,0,41.1462065,-82.5983497,2020-03-19 21:57 EDT
Ashland,Ohio,1,0,0,0,40.8459854,-82.2706822,2020-03-19 21:57 EDT
Montgomery,Ohio,1,0,0,0,39.7546878,-84.2909755,2020-03-19 21:57 EDT
Clark,Ohio,1,1,0,0,39.916654,-83.7837497,2020-03-19 21:57 EDT
Miami,Ohio,1,1,0,0,40.0534488,-84.2289072,2020-03-19 21:57 EDT
Richland,Ohio,1,1,0,0,40.7746982,-82.5364402,2020-03-19 21:57 EDT
Montgomery,Maryland,33,2,0,0,39.1363682,-77.2040317,2020-03-19 21:57 EDT
Prince George's,Maryland,23,3,1,0.0434783,38.8283862,-76.8458707,2020-03-19 21:57 EDT
Howard,Maryland,16,8,0,0,39.2511278,-76.9312584,2020-03-19 21:57 EDT
Baltimore,Maryland,12,2,0,0,39.29058,-76.60926,2020-03-19 21:57 EDT
Baltimore City,Maryland,8,4,0,0,39.3019413,-76.6111117,2020-03-19 21:57 EDT
Anne Arundel,Maryland,5,1,0,0,39.008897,-76.6032863,2020-03-19 21:57 EDT
Harford,Maryland,3,0,0,0,39.5544404,-76.3158396,2020-03-19 21:57 EDT
Charles,Maryland,2,0,0,0,38.4741042,-77.0128671,2020-03-19 21:57 EDT
Carroll,Maryland,2,1,0,0,39.5629588,-77.0224657,2020-03-19 21:57 EDT
Talbot,Maryland,1,0,0,0,38.7592645,-76.1136695,2020-03-19 21:57 EDT
Frederick,Maryland,1,0,0,0,39.41574,-77.41203,2020-03-19 21:57 EDT
Calvert,Maryland,1,1,0,0,38.5402082,-76.5651139,2020-03-19 21:57 EDT
Arlington,Virginia,17,3,0,0,38.8905,-77.08629,2020-03-19 21:57 EDT
Fairfax,Virginia,16,2,0,0,38.84179,-77.30887,2020-03-19 21:57 EDT
James City,Virginia,14,1,1,0.0714286,37.3132739,-76.7733526,2020-03-19 21:57 EDT
Prince William,Virginia,11,7,0,0,38.7024474,-77.4800235,2020-03-19 21:57 EDT
Chesterfield,Virginia,6,1,0,0,37.37756,-77.50817,2020-03-19 21:57 EDT
Loudoun,Virginia,5,0,0,0,39.0906991,-77.6356479,2020-03-19 21:57 EDT
Virginia Beach City,Virginia,4,0,0,0,36.7481787,-76.0574891,2020-03-19 21:57 EDT
Alexandria City,Virginia,4,2,0,0,38.8183862,-77.0862296,2020-03-19 21:57 EDT
Charlottesville City,Virginia,3,2,0,0,38.0373133,-78.4870211,2020-03-19 21:57 EDT
Henrico,Virginia,3,1,0,0,37.5059,-77.3324,2020-03-19 21:57 EDT
Richmond City,Virginia,3,0,0,0,37.5295087,-77.4757329,2020-03-19 21:57 EDT
Stafford,Virginia,2,0,0,0,38.42346,-77.40816,2020-03-19 21:57 EDT
Spotsylvania,Virginia,1,0,0,0,38.20174,-77.58855,2020-03-19 21:57 EDT
Hanover,Virginia,1,0,0,0,37.76881,-77.37109,2020-03-19 21:57 EDT
Prince Edward,Virginia,1,0,0,0,37.2242974,-78.4410565,2020-03-19 21:57 EDT
Harrisonburg,Virginia,1,0,0,0,38.45163,-78.8697,2020-03-19 21:57 EDT
York,Virginia,1,0,1,1,37.2418862,-76.5591361,2020-03-19 21:57 EDT
Williamsburg,Virginia,1,0,0,0,37.26927,-76.70756,2020-03-19 21:57 EDT
Goochland,Virginia,1,0,0,0,37.7220189,-77.9162224,2020-03-19 21:57 EDT
Charles City,Virginia,1,0,0,0,37.34197,-77.0725,2020-03-19 21:57 EDT
Lynchburg,Virginia,1,0,0,0,37.400409,-79.1909792,2020-03-19 21:57 EDT
Norfolk,Virginia,1,0,0,0,36.8927996,-76.2609843,2020-03-19 21:57 EDT
Albemarle,Virginia,1,1,0,0,38.0228437,-78.5565836,2020-03-19 21:57 EDT
Portsmouth City,Virginia,1,1,0,0,36.8491583,-76.3537178,2020-03-19 21:57 EDT
Gloucester,Virginia,1,1,0,0,37.4111426,-76.5378143,2020-03-19 21:57 EDT
Botetourt,Virginia,1,1,0,0,37.5571518,-79.8122935,2020-03-19 21:57 EDT
Suffolk,Virginia,1,1,0,0,36.6976981,-76.637781,2020-03-19 21:57 EDT
Clark,Nevada,69,27,1,0.0144928,36.2170997,-115.0246913,2020-03-19 21:57 EDT
Washoe,Nevada,14,2,0,0,40.6869602,-119.665991,2020-03-19 21:57 EDT
Carson City,Nevada,1,0,0,0,39.16506,-119.76697,2020-03-19 21:57 EDT
Hennepin,Minnesota,32,4,0,0,45.0057578,-93.4749321,2020-03-19 21:57 EDT
Ramsey,Minnesota,12,0,0,0,45.0181224,-93.0996168,2020-03-19 21:57 EDT
Dakota,Minnesota,8,0,0,0,44.6709807,-93.0666777,2020-03-19 21:57 EDT
Anoka,Minnesota,6,3,0,0,45.19833,-93.38997,2020-03-19 21:57 EDT
Olmsted,Minnesota,6,0,0,0,44.0037994,-92.4018182,2020-03-19 21:57 EDT
Carver,Minnesota,3,1,0,0,44.76325,-93.62524,2020-03-19 21:57 EDT
Stearns,Minnesota,3,0,0,0,45.5520968,-94.6137567,2020-03-19 21:57 EDT
Washington,Minnesota,3,0,0,0,45.0411011,-92.8833786,2020-03-19 21:57 EDT
Martin,Minnesota,3,1,0,0,43.6743491,-94.5510494,2020-03-19 21:57 EDT
Wright,Minnesota,2,0,0,0,45.173442,-93.9635579,2020-03-19 21:57 EDT
Blue earth,Minnesota,2,0,0,0,43.9505,-93.9878,2020-03-19 21:57 EDT
Nicollet,Minnesota,2,0,0,0,44.3496797,-94.246864,2020-03-19 21:57 EDT
Renville,Minnesota,1,0,0,0,44.78921,-95.21243,2020-03-19 21:57 EDT
Waseca,Minnesota,1,0,0,0,44.07804,-93.50742,2020-03-19 21:57 EDT
Benton,Minnesota,1,0,0,0,45.7211,-93.9733,2020-03-19 21:57 EDT
Wadena,Minnesota,1,1,0,0,46.5856945,-94.9694079,2020-03-19 21:57 EDT
Mower,Minnesota,1,1,0,0,43.6714824,-92.7525012,2020-03-19 21:57 EDT
Rice,Minnesota,1,1,0,0,44.354262,-93.296715,2020-03-19 21:57 EDT
Scott,Minnesota,1,0,0,0,44.648511,-93.535747,2020-03-19 21:57 EDT
Washington,Oregon,25,2,1,0.04,45.5600596,-123.098408,2020-03-19 21:57 EDT
Linn,Oregon,17,2,0,0,44.4887414,-122.5343983,2020-03-19 21:57 EDT
Marion,Oregon,13,5,0,0,44.75045,-122.94052,2020-03-19 21:57 EDT
Multnomah,Oregon,7,4,1,0.1428571,45.46975,-122.70562,2020-03-19 21:57 EDT
Deschutes,Oregon,6,0,0,0,44.15924,-121.25967,2020-03-19 21:57 EDT
Clackamas,Oregon,6,0,0,0,45.41211,-122.56909,2020-03-19 21:57 EDT
Benton,Oregon,3,3,0,0,44.4918359,-123.4292918,2020-03-19 21:57 EDT
Jackson,Oregon,2,0,0,0,42.4321189,-122.7284862,2020-03-19 21:57 EDT
Umatilla,Oregon,2,0,0,0,45.91768,-119.34203,2020-03-19 21:57 EDT
Yamhill,Oregon,2,0,0,0,45.34037,-123.18787,2020-03-19 21:57 EDT
Lane,Oregon,2,0,1,0.5,43.938735,-122.8479273,2020-03-19 21:57 EDT
Klamath,Oregon,1,0,0,0,42.6921914,-121.6433518,2020-03-19 21:57 EDT
Douglas,Oregon,1,0,0,0,43.279771,-123.1664872,2020-03-19 21:57 EDT
Polk,Oregon,1,0,0,0,44.9037345,-123.4127777,2020-03-19 21:57 EDT
Kershaw,South Carolina,29,4,0,0,34.3389221,-80.590296,2020-03-19 21:57 EDT
Richland,South Carolina,8,4,0,0,34.0214529,-80.901345,2020-03-19 21:57 EDT
Beaufort,South Carolina,7,1,0,0,32.43119,-80.66993,2020-03-19 21:57 EDT
Greenville,South Carolina,7,4,0,0,34.84827,-82.40011,2020-03-19 21:57 EDT
Horry,South Carolina,6,1,0,0,33.93188,-79.1347,2020-03-19 21:57 EDT
Charleston,South Carolina,5,1,0,0,32.78115,-79.9316,2020-03-19 21:57 EDT
Lexington,South Carolina,5,1,1,0.2,33.98105,-81.23595,2020-03-19 21:57 EDT
Lancaster,South Carolina,3,1,0,0,34.72096,-80.77112,2020-03-19 21:57 EDT
Anderson,South Carolina,2,0,0,0,34.50061,-82.64962,2020-03-19 21:57 EDT
Spartanburg,South Carolina,1,0,0,0,34.94838,-81.93494,2020-03-19 21:57 EDT
Fairfield,South Carolina,1,0,0,0,34.3951862,-81.1211693,2020-03-19 21:57 EDT
Calhoun,South Carolina,1,0,0,0,33.6759594,-80.783639,2020-03-19 21:57 EDT
York,South Carolina,1,0,0,0,34.9747504,-81.1844877,2020-03-19 21:57 EDT
Dorchester,South Carolina,1,1,0,0,33.0795466,-80.4054902,2020-03-19 21:57 EDT
Lee,South Carolina,1,0,0,0,34.1632896,-80.2544425,2020-03-19 21:57 EDT
Abbeville,South Carolina,1,1,0,0,34.2225842,-82.4586613,2020-03-19 21:57 EDT
Saluda,South Carolina,1,1,0,0,34.0047789,-81.7296019,2020-03-19 21:57 EDT
Salt Lake,Utah,29,7,0,0,40.76031,-111.88822,2020-03-19 21:57 EDT
Summit,Utah,19,4,0,0,40.8680986,-110.9558464,2020-03-19 21:57 EDT
Non-Utah resident,Utah,10,0,0,0,39.3237252,-111.6782484,2020-03-19 21:57 EDT
Davis,Utah,6,0,0,0,40.9997362,-111.9800051,2020-03-19 21:57 EDT
Weber-Morgan,Utah,4,0,0,0,41.2245943,-111.9703114,2020-03-19 21:57 EDT
Wasatch,Utah,3,1,0,0,40.3304771,-111.1683986,2020-03-19 21:57 EDT
Bear River,Utah,3,2,0,0,41.45827,-112.29023,2020-03-19 21:57 EDT
Utah,Utah,2,1,0,0,40.1135638,-111.6594534,2020-03-19 21:57 EDT
Cache,Utah,2,2,0,0,41.722444,-111.7435477,2020-03-19 21:57 EDT
Southwest Utah,Utah,1,0,0,0,37.0035773,-112.9680908,2020-03-19 21:57 EDT
Tooele,Utah,1,0,0,0,40.53408,-112.29849,2020-03-19 21:57 EDT
Jefferson,Alabama,34,9,0,0,33.5542737,-86.8964891,2020-03-19 21:57 EDT
Lee,Alabama,10,2,0,0,32.6010351,-85.3554861,2020-03-19 21:57 EDT
Shelby,Alabama,9,5,0,0,33.113,-86.58361,2020-03-19 21:57 EDT
Elmore,Alabama,5,1,0,0,32.54165,-86.31093,2020-03-19 21:57 EDT
Madison,Alabama,5,4,0,0,34.763118,-86.5501895,2020-03-19 21:57 EDT
Tuscaloosa,Alabama,4,1,0,0,33.21042,-87.56625,2020-03-19 21:57 EDT
Montgomery,Alabama,3,1,0,0,32.38015,-86.30008,2020-03-19 21:57 EDT
Limestone,Alabama,1,0,0,0,34.814892,-86.9772846,2020-03-19 21:57 EDT
Baldwin,Alabama,1,0,0,0,30.7358912,-87.7235251,2020-03-19 21:57 EDT
St. Clair,Alabama,1,0,0,0,33.653,-86.3377,2020-03-19 21:57 EDT
Calhoun,Alabama,1,0,0,0,33.7713801,-85.8261084,2020-03-19 21:57 EDT
Chambers,Alabama,1,1,0,0,32.91425,-85.3919974,2020-03-19 21:57 EDT
Talladega,Alabama,1,1,0,0,33.3801384,-86.1658453,2020-03-19 21:57 EDT
Walker,Alabama,1,1,0,0,33.7422,-87.25376,2020-03-19 21:57 EDT
Mobile,Alabama,1,1,0,0,30.7898902,-88.2063594,2020-03-19 21:57 EDT
Washington,District of Columbia,71,40,0,0,38.89037,-77.03196,2020-03-19 21:57 EDT
Jefferson,Arkansas,3,0,0,0,34.37911,-92.16608,2020-03-19 21:57 EDT
Washington,Arkansas,1,0,0,0,35.9784866,-94.2160806,2020-03-19 21:57 EDT
Marion,Indiana,19,8,1,0.0526316,39.7817436,-86.1384149,2020-03-19 21:57 EDT
Howard,Indiana,5,3,0,0,40.4835961,-86.1168603,2020-03-19 21:57 EDT
Hendricks,Indiana,4,0,0,0,39.483833,-86.068651,2020-03-19 21:57 EDT
Lake,Indiana,4,1,0,0,41.4166063,-87.382174,2020-03-19 21:57 EDT
Johnson,Indiana,3,0,1,0.3333333,39.4899822,-86.1016083,2020-03-19 21:57 EDT
St. Joseph,Indiana,3,2,0,0,41.6167201,-86.2899112,2020-03-19 21:57 EDT
Hamilton,Indiana,2,0,0,0,40.0725137,-86.052018,2020-03-19 21:57 EDT
Franklin,Indiana,2,0,0,0,39.4148715,-85.0602519,2020-03-19 21:57 EDT
Allen,Indiana,2,2,0,0,41.0908614,-85.0665371,2020-03-19 21:57 EDT
Noble,Indiana,1,0,0,0,41.3985825,-85.4174388,2020-03-19 21:57 EDT
Adams,Indiana,1,0,0,0,40.7456507,-84.9366342,2020-03-19 21:57 EDT
Boone,Indiana,1,0,0,0,40.0507449,-86.4686988,2020-03-19 21:57 EDT
Wells,Indiana,1,0,0,0,40.7291949,-85.221216,2020-03-19 21:57 EDT
LaPorte,Indiana,1,0,0,0,41.6106,-86.72252,2020-03-19 21:57 EDT
Floyd,Indiana,1,0,0,0,38.3189831,-85.9069298,2020-03-19 21:57 EDT
Bartholomew,Indiana,1,0,0,0,39.2059499,-85.8975923,2020-03-19 21:57 EDT
Clark,Indiana,1,0,0,0,38.4774168,-85.7074739,2020-03-19 21:57 EDT
Fayette,Indiana,1,0,0,0,39.6400652,-85.1787148,2020-03-19 21:57 EDT
Jennings,Indiana,1,0,0,0,38.9969408,-85.6280437,2020-03-19 21:57 EDT
Tippecanoe,Indiana,1,1,0,0,40.3885675,-86.8940919,2020-03-19 21:57 EDT
Madison,Indiana,1,1,0,0,40.1616556,-85.7193584,2020-03-19 21:57 EDT
Wayne,Indiana,1,1,0,0,39.8644372,-85.0098428,2020-03-19 21:57 EDT
Owen,Indiana,1,1,0,0,39.3127298,-86.8376409,2020-03-19 21:57 EDT
Monroe,Indiana,1,1,0,0,39.1608893,-86.5231376,2020-03-19 21:57 EDT
Vigo,Indiana,1,1,0,0,39.4306295,-87.3899495,2020-03-19 21:57 EDT
Cumberland,Maine,25,1,0,0,43.79028,-70.24612,2020-03-19 21:57 EDT
Androscoggin,Maine,3,0,0,0,44.1658761,-70.2064586,2020-03-19 21:57 EDT
Lincoln,Maine,3,0,0,0,44.0701853,-69.543871,2020-03-19 21:57 EDT
Kennebec,Maine,3,2,0,0,44.409148,-69.7672756,2020-03-19 21:57 EDT
York,Maine,2,0,0,0,43.4785298,-70.7154295,2020-03-19 21:57 EDT
Oxford,Maine,1,0,0,0,44.5000957,-70.7566691,2020-03-19 21:57 EDT
Penobscot,Maine,1,0,0,0,45.4005121,-68.6494573,2020-03-19 21:57 EDT
Hancock,Maine,1,1,0,0,44.6686114,-68.3581231,2020-03-19 21:57 EDT
Fayette,Kentucky,8,0,0,0,38.0422722,-84.4586867,2020-03-19 21:57 EDT
Jefferson,Kentucky,8,0,1,0.125,38.1858902,-85.6549948,2020-03-19 21:57 EDT
Harrison,Kentucky,6,0,0,0,38.4417404,-84.3314045,2020-03-19 21:57 EDT
Montgomery,Kentucky,2,0,0,0,38.0334716,-83.9130299,2020-03-19 21:57 EDT
Nelson,Kentucky,1,0,0,0,37.8050764,-85.4659716,2020-03-19 21:57 EDT
Clark,Kentucky,1,0,0,0,37.9708229,-84.1473359,2020-03-19 21:57 EDT
Bourbon,Kentucky,1,0,1,1,38.2066795,-84.2171359,2020-03-19 21:57 EDT
Lyon,Kentucky,1,0,0,0,37.0261669,-88.0789951,2020-03-19 21:57 EDT
Kenton,Kentucky,1,1,0,0,38.9319437,-84.5329977,2020-03-19 21:57 EDT
Daviess,Kentucky,1,1,0,0,37.7285556,-87.0861258,2020-03-19 21:57 EDT
Henderson,Kentucky,1,1,0,0,37.7904591,-87.5700272,2020-03-19 21:57 EDT
Pearl River,Mississippi,7,3,0,0,30.7685434,-89.5897574,2020-03-19 21:57 EDT
Harrison,Mississippi,7,4,0,0,30.5121564,-89.1166843,2020-03-19 21:57 EDT
Hinds,Mississippi,6,0,0,0,32.2667675,-90.4426253,2020-03-19 21:57 EDT
Forrest,Mississippi,4,1,0,0,31.1888395,-89.2578348,2020-03-19 21:57 EDT
Leflore,Mississippi,4,0,0,0,33.550528,-90.3010654,2020-03-19 21:57 EDT
Copiah,Mississippi,2,0,0,0,31.8693204,-90.4488597,2020-03-19 21:57 EDT
Jackson,Mississippi,2,0,0,0,30.5432779,-88.6359578,2020-03-19 21:57 EDT
Desoto,Mississippi,2,0,0,0,34.8749403,-89.9888221,2020-03-19 21:57 EDT
Bolivar,Mississippi,2,0,0,0,33.7957674,-90.8760289,2020-03-19 21:57 EDT
Coahoma,Mississippi,2,0,0,0,34.2273536,-90.5976907,2020-03-19 21:57 EDT
Hancock,Mississippi,1,-1,1,1,30.4163438,-89.4887981,2020-03-19 21:57 EDT
Monroe,Mississippi,1,0,0,0,33.8922661,-88.4805139,2020-03-19 21:57 EDT
Perry,Mississippi,1,0,0,0,31.1719331,-88.9923085,2020-03-19 21:57 EDT
Madison,Mississippi,1,1,0,0,32.6380796,-90.035027,2020-03-19 21:57 EDT
Holmes,Mississippi,1,1,0,0,33.1235188,-90.092053,2020-03-19 21:57 EDT
Jones,Mississippi,1,1,0,0,31.6225356,-89.1687378,2020-03-19 21:57 EDT
Smith,Mississippi,1,1,0,0,32.0176813,-89.5066836,2020-03-19 21:57 EDT
Walthall,Mississippi,1,1,0,0,31.1484284,-90.1060979,2020-03-19 21:57 EDT
